바사,61,144
가아,46,158
다파,55,166
라아,71,153
하하,41,163
가카,84,169
마차,94,170
사나,70,151
가아,67,160
자마,66,140
파다,90,153
라파,96,181
라파,92,177
카카,91,187
자바,57,167
아파,63,148
아마,51,153
사자,68,144
가가,81,149
타가,96,144
다가,78,171
사가,89,166
바자,63,153
사다,56,156
아나,56,162
라마,51,140
카바,70,176
아가,88,143
차카,68,156
카아,99,183
카카,59,177
타아,61,164
사나,42,178
파타,52,151
하카,60,182
자파,82,161
가차,85,141
사라,41,169
다나,75,148
나라,44,179
바타,58,176
가바,96,150
사다,96,155
파가,45,162
바나,44,171
타가,78,165
파하,52,168
나차,77,161
차가,92,157
자아,57,159
차파,60,170
하라,58,146
파카,74,156
가바,42,157
나파,65,153
차나,97,155
바다,47,142
차사,63,144
라아,99,159
파하,90,160
마가,60,171
나사,90,169
사파,70,173
자차,87,156
나차,52,176
가자,73,141
파다,63,141
자라,52,181
마사,64,159
라파,43,163
바가,83,168
카마,51,181
파타,78,161
아파,55,161
자하,91,185
카바,88,179
카마,67,141
사나,55,150
사자,80,167
카아,44,151
사자,44,154
카바,70,148
아바,90,188
나사,59,164
자차,68,158
카타,95,155
타자,96,156
타타,72,182
가카,69,153
라타,50,171
파카,46,145
가가,94,161
바카,59,145
마바,93,179
카나,58,180
라나,90,161
자자,79,173
사타,53,157
바카,73,157
마마,52,148
나하,92,154
타가,59,162
나하,55,144
카라,72,162
아차,62,153
나사,47,171
가바,97,145
나가,76,176
다아,94,165
자가,78,188
하차,92,177
나바,67,173
하사,82,172
차자,72,188
파하,66,169
카사,55,182
라다,83,187
가나,95,169
다타,54,166
타가,88,140
자사,93,167
파다,76,162
파타,46,155
나차,58,188
파다,80,152
자차,93,185
타하,63,189
하하,72,177
가자,48,189
사아,72,162
마사,41,140
아자,64,157
라바,54,175
자자,92,168
타차,53,162
하하,58,155
라타,67,158
아바,62,156
카나,48,140
파나,61,143
하바,63,172
파하,54,165
라카,69,180
가마,93,187
나파,55,170
라가,96,171
아차,99,186
다다,47,148
라카,50,147
나라,55,145
라카,70,169
타마,67,147
라자,46,167
차파,95,165
타타,67,189
다다,96,144
가차,96,140
마자,90,172
파카,74,185
자마,94,186
차하,68,188
가아,69,153
카다,43,172
나나,73,147
사아,87,163
마타,49,169
카카,61,155
가라,92,174
차타,62,140
타카,54,140
사다,76,161
아카,52,186
파다,44,142
라파,81,185
자카,45,178
바바,62,170
사타,73,144
라다,92,155
라자,55,159
마나,87,159
파마,82,171
마파,41,142
카하,88,178
나가,44,178
아다,91,147
다차,91,174
하파,95,140
사사,72,150
아파,53,142
다다,48,180
라타,59,163
차다,60,149
카타,92,187
나차,79,150
가라,98,154
타가,45,171
가파,77,184
다사,56,171
타바,92,189
아차,55,179
라파,89,143
마가,83,149
타차,74,149
파타,42,143
카타,68,165
바타,95,142
사가,54,152
사자,76,155
마차,99,166
하아,67,151
바차,73,177
차차,53,158
차파,46,169
마자,40,148
라카,96,168
사자,74,144
바아,46,169
차자,60,171
라나,43,156
사카,40,188
하사,87,179
나마,88,180
바바,40,176
바라,94,172
파파,65,186
차가,91,153
마라,40,165
다바,58,188
자타,65,163
나라,91,180
아마,66,164
아마,97,181
사차,65,175
다카,74,156
가라,63,166
하사,52,140
라가,59,173
차아,57,157
다나,50,172
파파,48,145
자하,55,189
나하,90,172
자아,59,166
가아,48,169
아다,82,142
카나,94,141
자사,65,177
가다,72,150
하사,51,162
아타,56,161
마라,68,149
바사,76,140
사하,84,150
마파,62,143
마카,42,179
나타,86,148
나차,53,186
라마,40,142
나다,81,167
나다,76,164
하다,87,175
아나,88,171
파차,57,160
타다,52,183
파마,63,143
다타,93,153
하아,89,161
자파,92,187
사자,98,180
마가,79,162
타차,78,181
나나,80,147
다아,55,150
자마,52,156
라가,43,169
차자,89,165
라라,62,151
나자,50,145
하차,46,171
바다,70,181
라마,98,144
카마,44,155
사타,46,182
다자,49,142
사사,82,160
파라,92,184
파카,99,144
자마,82,152
다마,74,170
바아,86,172
하타,92,151
다타,96,171
아타,86,144
나타,89,144
바아,57,160
카타,54,161
사카,73,141
다다,64,166
라바,74,152
카카,47,144
라바,63,180
파라,99,145
하아,50,155
차바,98,159
아라,81,140
타타,49,179
나바,68,178
카바,58,146
하나,44,165
라아,73,142
아파,83,162
타타,98,156
사하,96,150
하자,96,163
하타,51,147
라나,65,187
차가,69,149
라나,62,169
다가,90,172
자다,71,141
가아,62,157
라나,47,158
차타,41,169
파파,87,147
다나,65,158
카나,41,154
사마,42,143
라라,88,176
사나,82,153
마타,81,189
가마,99,161
마바,73,151
타하,57,164
카바,48,153
자사,99,160
나타,75,155
카차,68,141
라나,45,145
사자,83,162
바타,56,167
바차,84,172
마파,41,175
아아,64,177
자마,51,181
라타,53,184
아다,76,175
사파,64,160
하나,83,169
하자,55,186
나바,62,157
타차,80,156
파파,60,166
타사,98,155
가마,46,188
마하,78,162
다하,79,140
카가,57,168
카차,76,155
하다,61,145
사마,74,154
하아,95,166
아아,83,150
다카,41,169
파라,79,184
파하,51,141
사다,89,143
카하,80,155
차사,97,174
파카,66,140
타파,52,170
바마,68,166
자나,73,151
나타,67,140
다마,49,167
파바,73,148
마사,89,146
가아,44,162
자라,86,146
차라,80,149
타다,72,187
아차,90,155
바아,61,163
파바,68,181
나카,56,156
하나,96,165
나바,58,141
하타,80,169
자카,88,145
나자,49,170
나사,87,164
자다,47,150
타아,72,175
타자,52,166
하자,65,175
사다,84,183
바사,69,146
아하,65,185
타파,44,147
사사,79,189
가아,60,168
라사,71,172
사하,78,164
나다,94,142
차라,47,148
차하,82,180
파나,75,152
타차,86,141
라가,41,179
다차,82,147
아마,66,160
하가,56,158
바가,41,152
사바,66,142
아카,59,155
다아,93,148
바가,67,173
차가,75,152
마다,61,156
나타,98,188
파카,50,184
나하,50,184
라하,77,158
라가,92,184
자바,72,141
나라,86,178
자마,47,172
자사,69,141
자라,65,160
차사,95,185
아카,93,167
타마,77,188
마마,72,183
라나,60,168
타라,93,154
자파,44,180
타차,44,161
라차,46,180
카다,41,152
사타,43,174
하라,83,175
사하,45,180
자바,86,161
타라,62,152
라아,48,185
마라,83,188
카타,62,150
카하,75,181
하차,93,152
하아,90,146
사다,71,140
사자,62,176
자마,49,166
타가,91,166
자마,97,156
다라,44,185
마타,62,157
카바,48,162
아카,98,147
아카,91,149
라사,88,164
가라,65,159
파카,67,181
라바,75,153
라가,58,160
아마,51,178
자타,43,162
라다,95,162
라마,56,172
마라,87,150
파가,40,160
바아,97,178
차아,63,174
사나,66,158
하자,86,177
자바,75,185
가라,60,189
사아,41,148
가사,85,177
바가,44,143
하아,56,150
사나,82,164
아자,68,169
차카,67,143
가파,71,186
자차,43,152
사라,99,170
다바,93,171
자바,90,147
나마,83,148
라자,87,185
가아,45,167
차카,91,141
사타,66,156
바차,61,158
카라,63,184
마바,63,178
바마,55,174
